,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
2179,HvCIOs3WQiycBk_3VqdGYQ,2011-04-14,XeFRi_pCUoEw-TfuhBANtA,1,"Terrible service--they replaced my phone screen and it broke within 2 wks. Phone was not dropped or mishandled, just cracked and ""owner"" would not honor their warranty. They only accept cash--that should be a red flag if you are considering a business like this!",review,RzHNDCGLrGtlB_gRWiOXEQ,0,0,0
2184,cqXv3w9Mf-aVi4PPRspfFQ,2011-12-23,Cov-gwfxQF8KuXrT6vWNbA,2,"Jerry's...  Ugh!  I try to like you since we live so close to each other but...  Ugh!
I have had numerous irritating experiences at Jerry's.  In a nutshell...
I use red Prismacolor pencils.  I run out and go to Jerry's, they don't have them, don't know if they carry them and and nobody can tell me when and if they might reappear.  Why?  The (seemingly) canned answer is because the order comes from corporate, in North Carolina or somewhere far, far away where there is no phone or email access.  I go to buy Sculpey... OUT!  Same answer as to when it might return.  I need Faber Castell PITT brush tip markers...  OUT!  The same story with some airbrush materials. 
""Come back Tuesday or Thursday or just give us a call and we'll check if it's in...""   
I can walk to Jerry's in less than 10 mins but I would rather go to AZ Art or anywhere else than have to call everytime I need some stuff.  I can go to AZ Art in Tempe and when something is out can order from their mother store and it's there the next day.  

The clerks I have dealt with there are part of my rant.  Of the handful that I have dealt with, (mostly morning and daytime) it seems like they don't really know the store well or give a crap to give some insight on their products or company.
They do have a big store and I understand that there is alot of inventory to know about and be able to locate but that is your job.  It just seems like nobody that I have dealt with there is really keyed in on knowing their stuff.
I spoke to a gal there who was really chatting me up on her recent art night where she painted this huge piece and blah blah blah but when I asked if she knew when they might have more of the brush tip markers she was mum.   ""No clue."" 
Jerry's, just clean it up and have your people act toward you and your customers with the same passion they have with their own art.  Do this and I will try to like you again.",review,fJSbP73QyGHkA1TmT6I71Q,0,0,2
2187,8SvCSiGwtaGL2Z78tRSSlQ,2012-11-08,GvmiObAQEc9af2hY0vmChw,2,"Not very impressed.  Burger was ok, fries Looked great, but mushy
Try Smashburger!!  Sooo much better",review,BaHlhZ4dUO1AUY87ZXY6Tg,0,0,0
2191,GjvIDOEhdQB1oPrFeSpxBw,2011-03-20,U2LlqjEFA6XYzADd-BkqLQ,2,Hostess staff were a few unorganized morons-- it appeared as if it was literally their first night on the job. Maybe too many of them? The service was fast but I wouldn't say friendly. She made a few mistakes with our order-- gave my daughter a cheese pizza when we ordered pepperoni..  She put a glass right in front of my 22 mo old who grabbed it right away of course-- few other rookie mistakes like that. Calamari- gross. Lobster/crab tacos with white bland rice-- don't order it. My husband was happy with ribeye and atmosphere is cool and clean.,review,SLtSL-N1RfTcDUdW5I4z5w,0,1,0
2194,h1kwVr1eTpBK0rWfcm5QSg,2012-04-25,vJ8Pz1HHH-srCcatKvx5Uw,2,"I used to frequent the Buffalo Wild Wings on Litchfield and Bell and never had a bad experience.  Whether it was fight night on a Saturday evening or a lazy Tuesday dinner, I never was worried about the overall experience at that location.

This location, on the other hand, could take some hints from there now defunct location to the west.  I have been to this location 4 times with each visit hoping the previous one was a fluke.  I always would get their flagship item as well, wings.  I like the spicy garlic which I find as the best balance between flavor and heat.  Each time the chicken was either overcooked, under sauced, or both.  Why can't they do their staple item right each and every time?  Major disappointment, times 4.

I won't elaborate on the other shortcomings of this location because they are too many.  The bullet points are that the service is very lackadaisical with anything.  You sit down waiting longer for the service to take your order than it takes to get it out to you.  On multiple occasions a buddy of mine who I went with each time felt compelled to recite Reservoir Dogs lines when it came to drink refills.  They were few and far between.  Finally, I don't sit at the bar because I like to speak with the company I am in, but that was virtually impossible.  This wasn't just on event nights either.  The volume of the speakers didn't vary anytime, not even in the middle of the week during lunch.

I want a good Buffalo Wild Wings in my area badly.  I have to travel to get to this location and would happily if they delivered on what I was used to.  I guess I am off to find another of the few that are actually still open until I see this location pick up its game.",review,Mwt1AlYH5p5eNss-2ai5OA,0,1,0
2204,Snp5LyDO9NeQiuFPOlkavw,2008-05-27,rnvpABw_FY1zoaWpl9c9tg,2,"In a word: Kitsch.

This 50's palace of pink serves up a number of ice cream dishes, including favorites such as banana splits and brownie sundaes as well as build your own creations.  The ice cream itself was underwhelming, I was expecting a homemade recipe, but was a little surprised when I saw tubs of Dreyers being brought into the front dining room.

Given it's location in Old Town Scottsdale, a venerable dumping ground of knick knacks galore, Sugar Bowl was exactly what I expected in terms of decor and atmosphere, kitsch, kitsch and more kitsch.

Where is Gelateria Parmalat when you need it?",review,Syn0IvWg-M7I4G2t_XyHoA,1,2,2
2205,VpSiOW1PapVmZyyRBK_GBQ,2011-09-04,Jck18cBsBbzBlJs7tTGT8Q,2,"I feel sad to write this...but Vincent needs to improve things or his place will be only a past memory.  I'm ok with that based on the dinner I had there recently.
The restaurant was packed...but with people who had Groupons...I only wish I had because my dinner would not have been 177.00.  Too much for a weak and sad plate of out of date food.
We had the Foi Gras, small portion and so/so:(...Duck chimichangas they were decent. The wild boar was a tiny serving...we were fine with that because it was tough and difficult to chew.  It was accompanied with a hospital style vegetable medly of green beans with carrot shreds and minute white rice.  We also had trout..it was covered in a heavy white sauce (French) and had the same veg medly and white rice...seriously like the hospital food...or a big banquet service.  It was edible...but not great...We each had a glass of wine.  No dessert for us...it was hot in there and the arches and decor reminded me of a taco bell.  I wouldn't even go back if it was a free meal:(",review,PYtryNSk30ytqOc_36sLPw,1,2,1
2210,cdwHgELA2puX2DNfwSt5EA,2012-12-26,5QDhx75ulwaDHGNIqeOcDg,2,"We had a mixed experience at Happy Hour (HH) and dinner.  Quick summary follows.  

Hits:

+ Food was tasty.

+ Ambiance was nice.

Misses:

- Waitress was never able to bring the ""last call"" round of HH she offered.  No explanation or apology.  

- Asked if I ""minded"" anchovies on my salad.  I said ""no,"" but didn't realize there would be an upcharge until the final bill came.

- While in the bathroom, observed one of the staff go straight from the stall (not the urinal) to the Kitchen.  No hand-washing, not even a pause by the sink.  

¡Buen apetito!",review,r0CGfp7yGtirXYZLDRaBfA,1,0,1
2212,ZRJwVLyzEJq1VAihDhYiow,2012-05-18,iT60w_XiOX14tvHr3VwQSg,2,"The pizza here is very good, but i would warn anyone who is thinking to have it delivered, to think twice. Their system seems to be manual and we were actually asked ""are you in our delivery zone?""  After 12 minutes on the phone i gave up and decided to save the  $5.50 delivery charge and pick it up myself. 

They are one of the best pizza's in the tukee area, but if you are going to go to a place that charges the max for their pie ($85 for 4 pizzas) , i would suggest Florencia in this area. 

This is our second time trying them, first was eat in, and now pick up, i would rate the overall customer service very low, enough to bring a 4-5 star place down to a 2.",review,o4mzRnNMeLIvWeCRM78cGw,0,1,0
2220,sDozh6iTylTJD26d7xcgGw,2007-03-31,xDqnQ7gc5gjDko6AZqmgxw,2,"Your typical Tempe boozatorium.

It has a generic and unmemorable name likely because the name describes everything about this place.

If you wander into it, you won't remember much more than that.",review,FPWwCD73C0PlRdDfJ6Tuqw,0,0,0
2230,Ddsln32r-uA7hq_0ksaNZA,2011-04-14,7BbBFpBImt877RXkgxMcvw,2,They have great specials and if you like dive mexican take out......its ok.....there are much better places that are not a chain.,review,YPk47NcyWSkk-541OxyzMQ,0,2,0
2231,OkO7zRnvV2NQR5aPmbRZeA,2011-10-02,YatPH-LLGvJRCEsDjSEnHg,2,"We just stopped here as Slices no longer exits at TMP :(

For JUST cold meat sandwiches...they are over priced. Short variety and more than $3 for some salame, cheese in average white bread.....no thank you.",review,LqgGgWi3FLHBViX9tmZ9sw,0,1,0
2234,LMjCZH50S4xjKBuFVl2xEQ,2011-04-08,Vz6K-_m6CBcpkQVCuVeDug,1,"Have been an Ulta customer for a long time, but had never tried the salon until recently.  Was a HORRIBLE experience.  My stylist, Delia, ran 45 minutes late to start me, and on several occasions during the hair cut, stopped and kept looking around.  She made various odd faces as if to say my hair was a mess.  She not only didn't listen to what I wanted, but shot down the only thing I did ask for.  She said I wouldn't look good.  At the end of the painful ordeal, she then charged me for a conditioning service I didn't ask for.  At that point she directed me to the line at the front of the store, after which I waited in, they then sent me back to the salon to make the price correction.  (happened twice, then I asked for a manager)  Was very unprofessional all around and would NEVER go back!!!",review,bZmcUH_zMK9h8c2hbfSywQ,0,1,0
2237,GHYOl_cnERMOhkCK_mGAlA,2011-03-30,4nmQWtOENRFPteGAqXeLKQ,1,"Sadly, I have to join the crowd on this one. I was hoping that Kitchen 56 would make my memories of Vatra go away, but instead just reminded me all over again. Food was WAY overpriced and just OK. Kudos to Eddie the Server who brought with him the only charm available the second time we tried K56; I'd give him 4 stars if the review were based solely on his service & personality. I will say the interior is much better than the previous incarnation, but the spots (lights) at the counter-height 4 top shone in my eyes and made me feel like it was last call...and I don't drink.",review,W4fBHIRoNh_qAJwORXKPpg,0,4,1
